tag,workload,phase,l1i_size,l1i_assoc,rob_entries,issue_width,decode_width,l1d_size,l1d_assoc,l2_size,l2_assoc,cpi,ipc,l1d_miss_rate,l2_miss_rate,intalu_utilization,runtime_dynamic,total_leakage,energy,edp
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,4,256kB,8,8.766953,0.11406471552887301,,,,2.5998,0.537185,27.501800056705004,241.10698851253014
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,4,256kB,16,8.766953,0.11406471552887301,,,,2.59987,0.538298,27.512171362104006,241.19791325951184
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,4,512kB,8,8.766953,0.11406471552887301,,,,2.6011,0.557896,27.694769459188002,242.79874219453666
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,4,512kB,16,8.766953,0.11406471552887301,,,,2.60114,0.559279,27.707244833307005,242.90811321309536
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,4,1MB,8,8.766953,0.11406471552887301,,,,2.60487,0.596937,28.070091484071003,246.08917274655076
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,4,1MB,16,8.766953,0.11406471552887301,,,,2.60523,0.602178,28.119195187824005,246.51966260947924
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,4,2MB,8,8.766953,0.11406471552887301,,,,2.60932,0.674814,28.791848423702003,252.41678191371957
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,4,2MB,16,8.766953,0.11406471552887301,,,,2.60946,0.677127,28.813353759411,252.60531818112958
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,8,256kB,8,8.766953,0.11406471552887301,,,,2.62515,0.539593,27.745153138079004,243.24045353934116
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,8,256kB,16,8.766953,0.11406471552887301,,,,2.62522,0.540706,27.755524443478006,243.33137828632286
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,8,512kB,8,8.766953,0.11406471552887301,,,,2.62644,0.560304,27.938034871032002,244.93143862669865
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,8,512kB,16,8.766953,0.11406471552887301,,,,2.62648,0.561687,27.950510245151,245.04080964525733
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,8,1MB,8,8.766953,0.11406471552887301,,,,2.63019,0.599345,28.313181556855,248.22033198941463
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,8,1MB,16,8.766953,0.11406471552887301,,,,2.63056,0.604586,28.362372930138,248.65159044699217
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,8,2MB,8,8.766953,0.11406471552887301,,,,2.63463,0.677221,29.034842060003,254.5470957024695
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,8,2MB,16,8.766953,0.11406471552887301,,,,2.63477,0.679534,29.056347395712002,254.73563196987956
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,16,256kB,8,8.766953,0.11406471552887301,,,,2.67326,0.544123,28.206645543999002,247.2863357718987
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,16,256kB,16,8.766953,0.11406471552887301,,,,2.67333,0.545237,28.217025616351005,247.37733737834532
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,16,512kB,8,8.766953,0.11406471552887301,,,,2.67454,0.564835,28.399448374375,248.97662912407208
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,16,512kB,16,8.766953,0.11406471552887301,,,,2.67458,0.566217,28.411914981541003,249.08592328316587
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,16,1MB,8,8.766953,0.11406471552887301,,,,2.67825,0.603875,28.774235615125,252.262371248727
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,16,1MB,16,8.766953,0.11406471552887301,,,,2.67861,0.609117,28.823348085831,252.69293797112036
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,16,2MB,8,8.766953,0.11406471552887301,,,,2.68264,0.681752,29.495466537576004,258.58536884800156
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_32kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,32kB,16,2MB,16,8.766953,0.11406471552887301,,,,2.68277,0.684065,29.516884203755,258.77313652076253
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,4,256kB,8,8.766953,0.11406471552887301,,,,2.60105,0.539714,27.534930372092003,241.39744043040312
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,4,256kB,16,8.766953,0.11406471552887301,,,,2.60112,0.540827,27.545301677491004,241.48836517738482
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,4,512kB,8,8.766953,0.11406471552887301,,,,2.60234,0.560426,27.727820871998002,243.08850237722552
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,4,512kB,16,8.766953,0.11406471552887301,,,,2.60238,0.561808,27.740287479164003,243.19779653631932
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,4,1MB,8,8.766953,0.11406471552887301,,,,2.6061,0.599467,28.103055227351007,246.37816433459062
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,4,1MB,16,8.766953,0.11406471552887301,,,,2.60646,0.604708,28.152158931104005,246.80865419751908
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,4,2MB,8,8.766953,0.11406471552887301,,,,2.61053,0.677343,28.824628060969,252.70415945299638
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,4,2MB,16,8.766953,0.11406471552887301,,,,2.61066,0.679656,28.846045727148006,252.8919271257574
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,8,256kB,8,8.766953,0.11406471552887301,,,,2.62573,0.542087,27.772102751601,243.47671953445666
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,8,256kB,16,8.766953,0.11406471552887301,,,,2.6258,0.5432,27.782474057,243.56764428143836
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,8,512kB,8,8.766953,0.11406471552887301,,,,2.62702,0.562798,27.964984484554,245.16770462181418
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,8,512kB,16,8.766953,0.11406471552887301,,,,2.62706,0.564181,27.977459858673004,245.27707564037289
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,8,1MB,8,8.766953,0.11406471552887301,,,,2.63075,0.601839,28.339955831317003,248.45506079523213
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,8,1MB,16,8.766953,0.11406471552887301,,,,2.63112,0.60708,28.389147204600004,248.88631925280964
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,8,2MB,8,8.766953,0.11406471552887301,,,,2.63517,0.679716,29.061449762358002,254.7803641784538
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,8,2MB,16,8.766953,0.11406471552887301,,,,2.6353,0.682029,29.082867428537003,254.9681318512148
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,16,256kB,8,8.766953,0.11406471552887301,,,,2.6745,0.546671,28.239854761963002,247.57747942495584
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,16,256kB,16,8.766953,0.11406471552887301,,,,2.67457,0.547784,28.250226067362004,247.66840417193754
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,16,512kB,8,8.766953,0.11406471552887301,,,,2.67577,0.567382,28.432561155856003,249.2669273230153
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,16,512kB,16,8.766953,0.11406471552887301,,,,2.67581,0.568765,28.445036529975003,249.37629834157397
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,16,1MB,8,8.766953,0.11406471552887301,,,,2.67947,0.606423,28.807269494029,252.55197771248606
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,16,1MB,16,8.766953,0.11406471552887301,,,,2.67984,0.611664,28.856460867312002,252.98323617006358
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,16,2MB,8,8.766953,0.11406471552887301,,,,2.68385,0.684299,29.528403979997,258.87412985764666
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,64kB,16,2MB,16,8.766953,0.11406471552887301,,,,2.68399,0.686612,29.549909315706003,259.0626661250567
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,128kB,4,256kB,8,8.766953,0.11406471552887301,,,,2.60869,0.546694,27.663103224952003,242.52112580730267
encoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,encoder,1,64kB,4,128,4,4,128kB,4,256kB,16,8.766953,0.11406471552887301,,,,2.60876,0.547807,27.673474530351005,242.61205055428437
