tag,workload,phase,l1i_size,l1i_assoc,rob_entries,issue_width,decode_width,l1d_size,l1d_assoc,l2_size,l2_assoc,cpi,ipc,l1d_miss_rate,l2_miss_rate,intalu_utilization,runtime_dynamic,total_leakage,energy,edp
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,4,256kB,16,1.459592,0.6851229658699143,,,,2.75658,0.540827,4.812868877943999,7.0248249112960375
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,4,512kB,8,1.457884,0.6859256291995797,,,,2.75914,0.560426,4.839542158344,7.055491079975184
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,4,512kB,16,1.458048,0.6858484768677026,,,,2.7589,0.561808,4.841751657984,7.059506321420256
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,4,1MB,8,1.453494,0.6879973360743147,,,,2.76583,0.599467,4.891438997718001,7.109677234549128
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,4,1MB,16,1.453262,0.6881071685628606,,,,2.76626,0.604708,4.898899697616,7.119384772356823
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,4,2MB,8,1.447451,0.6908696736538922,,,,2.77085,0.677343,4.991090406043,7.224358799317346
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,4,2MB,16,1.447926,0.6906430300996045,,,,2.77027,0.679656,4.9952375534760005,7.232734329854292
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,8,256kB,8,1.459766,0.6850413011400458,,,,2.84029,0.542087,4.937478943782,7.207563887848874
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,8,256kB,16,1.459739,0.6850539719771823,,,,2.84033,0.5432,4.939070698669999,7.209754122605846
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,8,512kB,8,1.457929,0.6859044576244796,,,,2.84307,0.562798,4.965513727372,7.239366463033732
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,8,512kB,16,1.45819,0.6857816882573601,,,,2.84274,0.564181,4.9679381329900005,7.244197706144689
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,8,1MB,8,1.453572,0.6879604175094182,,,,2.84995,0.601839,5.017423840308001,7.293186806404182
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,8,1MB,16,1.453346,0.6880673975777275,,,,2.8502,0.60708,5.02462405888,7.302517277477012
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,8,2MB,8,1.447451,0.6908696736538922,,,,2.85544,0.679716,5.116965087356,7.40655623265853
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,8,2MB,16,1.447886,0.6906621101385054,,,,2.85493,0.682029,5.121113418674,7.414788423310223
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,16,256kB,8,1.459756,0.6850459939880363,,,,3.00655,0.546671,5.186835674076,7.571514496246485
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,16,256kB,16,1.459625,0.6851074762353344,,,,3.00673,0.547784,5.18825749725,7.572910349423531
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,16,512kB,8,1.458025,0.6858592959654327,,,,3.00932,0.567382,5.214920933549999,7.603485094139237
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,16,512kB,16,1.458106,0.6858211954412093,,,,3.00913,0.568765,5.216950166869999,7.606866340014147
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,16,1MB,8,1.453563,0.6879646771416169,,,,3.01662,0.606423,5.266321252209,7.65492971832467
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,16,1MB,16,1.453323,0.6880782867951585,,,,3.01703,0.611664,5.273664450162,7.664337839702788
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,16,2MB,8,1.44746,0.6908653779724483,,,,3.02305,0.684299,5.36623938354,7.767416858098808
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_64kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,64kB,16,2MB,16,1.447755,0.6907246046465044,,,,3.02256,0.686612,5.3699723088599995,7.7744042600136085
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,4,256kB,8,1.459158,0.6853267432313704,,,,2.78004,0.546694,4.854230529972,7.083089311652883
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,4,256kB,16,1.459039,0.6853826388465284,,,,2.7802,0.547807,4.855692005273,7.084644007681513
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,4,512kB,8,1.457449,0.6861303551616558,,,,2.78268,0.567405,4.882578033165,7.116108471858296
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,4,512kB,16,1.457275,0.6862122797687464,,,,2.783,0.568788,4.8844768577,7.118026012804768
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,4,1MB,8,1.453134,0.6881677808103038,,,,2.78928,0.606446,4.934444905284,7.17040966299496
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,4,1MB,16,1.453183,0.6881445764229283,,,,2.78921,0.611687,4.942125705151,7.181813058588444
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,4,2MB,8,1.447179,0.690999523901328,,,,2.79424,0.684323,5.034103323777,7.285248614000275
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,4,2MB,16,1.447536,0.690829105459208,,,,2.79371,0.686636,5.037926127456,7.292579434833148
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,8,256kB,8,1.459145,0.6853328490314534,,,,2.83864,0.549718,4.94410563391,7.214167015191606
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,8,256kB,16,1.459026,0.6853887456426411,,,,2.83879,0.550831,4.9455451691459995,7.2156789859584105
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,8,512kB,8,1.457374,0.6861656650935175,,,,2.84138,0.570429,4.972281729565999,7.246474113344519
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,8,512kB,16,1.457573,0.6860719840447099,,,,2.84114,0.571812,4.974626685496,7.250881541858462
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,8,1MB,8,1.453208,0.6881327380526394,,,,2.84798,0.60947,5.0243939996,7.301489555370717
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,8,1MB,16,1.453144,0.688163045093948,,,,2.84788,0.614711,5.031643336104,7.31170232399951
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,8,2MB,8,1.447193,0.6909928392412069,,,,2.85322,0.687346,5.123882331238,7.415246642591314
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,8,2MB,16,1.447425,0.6908820837003644,,,,2.85281,0.68966,5.12745963975,7.421613269065143
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,16,256kB,8,1.459062,0.685371834781524,,,,3.01631,0.551604,5.2058077366680005,7.595596247878286
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,16,256kB,16,1.459038,0.685383108596212,,,,3.01638,0.552717,5.207448148686,7.597864731962524
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,16,512kB,8,1.457517,0.6860983439644271,,,,3.01898,0.572315,5.234373514515,7.629188381755359
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,16,512kB,16,1.457611,0.6860540981098524,,,,3.0188,0.573698,5.236464602278,7.632728405391037
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,16,1MB,8,1.453351,0.6880650304021534,,,,3.02568,0.611356,5.285889907636,7.6822533831526885
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,16,1MB,16,1.453363,0.6880593492472287,,,,3.02582,0.616597,5.293754098371,7.693746337670771
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,16,2MB,8,1.447159,0.691009073640146,,,,3.03239,0.689232,5.385778771898,7.794078221761138
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_128kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,128kB,16,2MB,16,1.447433,0.690878265177041,,,,3.032,0.691545,5.389581909985,7.801058712715318
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,4,256kB,8,1.457932,0.6859030462326089,,,,2.77554,0.555275,4.85610177458,7.079866172416969
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,4,256kB,16,1.457964,0.6858879917473957,,,,2.77557,0.556388,4.857874813512001,7.082606594607211
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,4,512kB,8,1.45714,0.6862758554428537,,,,2.77683,0.575986,4.88552230624,7.1188899733145545
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,4,512kB,16,1.45704,0.6863229561302367,,,,2.77702,0.577369,4.887478948559999,7.121252327209861
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,4,1MB,8,1.453252,0.6881119035101965,,,,2.78266,0.615027,4.937695428124,7.1757157563120595
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,4,1MB,16,1.453605,0.6879447993093034,,,,2.78221,0.620268,4.9458590331900005,7.189325419940151
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,4,2MB,8,1.4471,0.6910372469076083,,,,2.78791,0.692903,5.037084492300001,7.289164968807332
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_4_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,4,2MB,16,1.447463,0.6908639460905046,,,,2.78739,0.695216,5.040943328577999,7.296578953213496
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,8,256kB,8,1.457974,0.6858832873562902,,,,2.84712,0.55978,4.9671716206,7.242007076372666
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,8,256kB,16,1.457931,0.6859035166959204,,,,2.8472,0.560894,4.968765893514001,7.244117827896761
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,8,512kB,8,1.457115,0.6862876300086129,,,,2.84847,0.580492,4.99639196463,7.280317677541842
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,8,512kB,16,1.457144,0.6862739715498263,,,,2.84846,0.581874,4.998490606096,7.283520595729151
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,8,1MB,8,1.453399,0.6880423063453325,,,,2.85424,0.619532,5.048776751028,7.337887081167344
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,8,1MB,16,1.453626,0.6879348608238983,,,,2.85395,0.624774,5.056763653224,7.350643122181391
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,8,2MB,8,1.44709,0.6910420222653739,,,,2.86009,0.697409,5.14802122791,7.449650038696282
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_8_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,8,2MB,16,1.447318,0.6909331605079188,,,,2.85983,0.699722,5.151803681536,7.456298200753321
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,16,256kB,8,1.458026,0.6858588255627814,,,,3.01385,0.564834,5.217814317784,7.607708938501334
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_256kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,16,256kB,16,1.457985,0.6858781126006097,,,,3.01384,0.565947,5.219275749195001,7.609625753190073
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,16,512kB,8,1.457064,0.6863116513756431,,,,3.01548,0.585545,5.2469238906,7.645103911733198
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_512kB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,16,512kB,16,1.457141,0.6862753844686272,,,,3.01523,0.586927,5.2488506531370005,7.648315489562703
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,16,1MB,8,1.453414,0.6880352053853892,,,,3.02132,0.624585,5.29900936967,7.701654404009553
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_1MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,16,1MB,16,1.453669,0.6879145114878283,,,,3.021,0.629826,5.307092580594,7.7147559645395
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_8_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,16,2MB,8,1.447183,0.6909976139852388,,,,3.02787,0.702461,5.398471607573001,7.812576336462318
decoder_DECODE_WIDTH_4_ISSUE_WIDTH_4_L1D_ASSOC_16_L1D_SIZE_256kB_L1I_ASSOC_4_L1I_SIZE_64kB_L2_ASSOC_16_L2_SIZE_2MB_ROB_ENTRIES_128_phase1,decoder,1,64kB,4,128,4,4,256kB,16,2MB,16,1.447383,0.6909021316403468,,,,3.02777,0.704774,5.402420732352,7.819371926853835
